customer_id,age_group,home_location,credit_score,account_age_years,account_type,avg_monthly_income,mobile_banking_user,primary_device,primary_os,primary_browser,avg_transaction_amount,transaction_frequency,employment_status,preferred_transaction_types,international_activity,risk_score
GIME000206,18-25,Lalitpur,762,9,Savings,40236.06005535506,False,,,,13546.66629973525,13,Student,"['Cheque Payment', 'Mobile Recharge', 'Wallet Load - Khalti', 'Outward Remittance', 'Mobile Banking Bill Payment', 'School Fee Payment', 'ATM Withdrawal', 'Inward Remittance']",False,29
GIME000207,26-35,Mustang,676,4,Savings,81375.57208205698,True,iPhone,iOS,Brave,12213.328140506617,5,Self-employed,"['Mobile Banking Transfer', 'QR Payment', 'Interest Credit', 'Internet Bill Payment', 'Electricity Bill Payment', 'Wallet Load - Khalti', 'Branch Deposit']",False,21
GIME000208,46-55,Palpa,656,2,Savings,71169.69087060649,True,iPad,iOS,Firefox,20870.139377155483,14,Retired,"['Wallet Load - eSewa', 'School Fee Payment', 'Water Bill Payment', 'Loan Payment', 'Interest Credit', 'Mobile Banking Bill Payment']",True,25
GIME000209,36-45,Biratnagar,505,6,Savings,39837.19604705378,True,Android Phone,Android,Edge,8961.430217171855,13,Self-employed,"['Insurance Premium Payment', 'QR Payment', 'Wallet Load - eSewa', 'ATM Withdrawal', 'Cheque Deposit', 'Branch Deposit', 'Mobile Banking Transfer']",False,16
GIME000210,36-45,Biratnagar,698,5,Current,110953.76235949031,True,Desktop,Windows,Safari,24234.554743436838,15,Employed,"['Wallet Load - Khalti', 'School Fee Payment', 'Hotel Booking Payment', 'Mobile Banking Transfer', 'Cheque Deposit', 'Cable TV Payment', 'Water Bill Payment', 'Outward Remittance']",True,26
GIME000211,36-45,Kathmandu,661,5,Current,106896.16624371814,True,Desktop,macOS,Samsung Internet,18446.714917045225,25,Student,"['Cable TV Payment', 'QR Payment', 'POS Transaction', 'Branch Deposit', 'Outward Remittance', 'Cheque Payment', 'Inward Remittance']",True,35
GIME000212,56-65,Kathmandu,731,3,Fixed Deposit,73906.72236005632,False,,,,13303.399152008691,19,Employed,"['Cheque Payment', 'Airline Ticket Payment', 'Cable TV Payment']",True,33
GIME000213,26-35,Ilam,480,5,Savings,34737.023537125715,True,Laptop,Windows,Safari,5367.62591730041,15,Employed,"['Cable TV Payment', 'Water Bill Payment', 'Loan Payment']",False,27
GIME000214,46-55,Kathmandu,521,10,Savings,88380.01786437212,True,Desktop,Windows,Brave,32150.576613676425,18,Self-employed,"['Loan Payment', 'Mobile Recharge', 'Wallet Load - Khalti', 'Mobile Banking Bill Payment', 'Cable TV Payment', 'Branch Deposit', 'Interest Credit']",False,39
GIME000215,36-45,Pokhara,602,5,Current,109362.08793384902,True,iPhone,iOS,Opera,26467.841442387384,16,Employed,"['Insurance Premium Payment', 'Outward Remittance', 'ATM Withdrawal', 'Cheque Payment', 'Wallet Load - IME Pay', 'Wallet Load - Khalti', 'QR Payment', 'Interest Credit']",True,38
GIME000216,65+,Pokhara,827,15,Current,112989.30048183195,True,Android Tablet,Android,Samsung Internet,23694.333631900765,10,Employed,"['Mobile Banking Bill Payment', 'Mobile Recharge', 'School Fee Payment', 'POS Transaction']",False,14
GIME000217,36-45,Jhapa,538,7,Current,61056.19344836109,True,Android Tablet,Android,Firefox,10866.261952088913,26,Employed,"['Internet Bill Payment', 'Mobile Banking Bill Payment', 'Cheque Payment', 'Electricity Bill Payment', 'School Fee Payment', 'Cable TV Payment']",False,17
GIME000218,36-45,Kaski,696,5,Savings,53035.159844974805,True,Desktop,Windows,Firefox,6012.550834468661,3,Self-employed,"['Mobile Recharge', 'Internet Bill Payment', 'Wallet Load - eSewa', 'Cable TV Payment', 'Hotel Booking Payment', 'Airline Ticket Payment', 'Insurance Premium Payment', 'Cheque Deposit']",False,12
GIME000219,26-35,Palpa,660,8,Fixed Deposit,55634.70127658748,True,Laptop,Windows,Brave,6296.178186159623,25,Employed,"['ATM Withdrawal', 'Cable TV Payment', 'POS Transaction', 'Internet Bill Payment', 'QR Payment', 'Hotel Booking Payment', 'Cheque Payment', 'Cheque Deposit']",False,5
GIME000220,18-25,Kaski,623,5,Premium,229427.663488536,True,Android Tablet,Android,Firefox,57235.50278697998,18,Employed,"['School Fee Payment', 'Mobile Recharge', 'Wallet Load - eSewa', 'QR Payment', 'Loan Payment', 'Interest Credit', 'Cheque Deposit']",False,18
GIME000221,26-35,Biratnagar,567,12,Current,115779.3267525285,True,iPhone,iOS,Brave,25221.152349989672,14,Student,"['Outward Remittance', 'Insurance Premium Payment', 'Cable TV Payment', 'Mobile Banking Bill Payment']",False,12
GIME000222,26-35,Biratnagar,754,9,Current,112517.90343574558,False,,,,39451.29163562256,11,Employed,"['Hotel Booking Payment', 'Internet Bill Payment', 'Cheque Payment', 'Mobile Banking Bill Payment', 'QR Payment', 'Airline Ticket Payment', 'Cable TV Payment']",False,32
GIME000223,46-55,Kathmandu,601,8,Savings,37849.473153070474,True,iPad,iOS,Chrome,8358.273401289922,20,Student,"['Mobile Banking Transfer', 'Wallet Load - Khalti', 'Cheque Deposit', 'Inward Remittance']",False,19
GIME000224,36-45,Birgunj,711,4,Savings,54838.72738947143,True,iPad,iOS,Chrome,12794.401813461947,20,Unemployed,"['Water Bill Payment', 'Interest Credit', 'Cheque Payment']",False,15
GIME000225,26-35,Butwal,762,5,Fixed Deposit,33920.552023860444,True,Android Phone,Android,Chrome,4899.938339379562,20,Self-employed,"['Mobile Banking Bill Payment', 'Cheque Deposit', 'Wallet Load - Khalti', 'Inward Remittance', 'Insurance Premium Payment', 'Cable TV Payment', 'Loan Payment']",False,16
GIME000226,46-55,Nepalgunj,503,1,Current,77150.62281585894,True,Desktop,Linux,Brave,28632.70014268606,12,Self-employed,"['POS Transaction', 'Cable TV Payment', 'Airline Ticket Payment', 'Mobile Recharge']",False,41
GIME000227,46-55,Kaski,508,7,Savings,64922.01973738648,True,Laptop,macOS,Chrome,13588.585891330078,3,Employed,"['Mobile Banking Transfer', 'Loan Payment', 'Wallet Load - IME Pay']",False,18
GIME000228,18-25,Jhapa,753,4,Current,136401.44199714978,True,iPhone,iOS,Chrome,32598.320912076088,13,Employed,"['Wallet Load - eSewa', 'Internet Bill Payment', 'Loan Payment', 'Insurance Premium Payment', 'Electricity Bill Payment', 'Cheque Deposit', 'School Fee Payment']",False,26
GIME000229,36-45,Hetauda,632,4,Current,82536.65218628716,False,,,,8503.518687020913,10,Employed,"['Wallet Load - eSewa', 'Wallet Load - Khalti', 'QR Payment', 'Insurance Premium Payment']",True,24
GIME000230,46-55,Janakpur,553,12,Current,85567.79327846547,True,Laptop,macOS,Edge,26850.009802765962,11,Employed,"['Inward Remittance', 'Mobile Recharge', 'Cable TV Payment']",False,24
GIME000231,56-65,Jhapa,795,1,Current,102559.54427695072,True,iPhone,iOS,Firefox,18533.114140849364,9,Employed,"['School Fee Payment', 'Wallet Load - IME Pay', 'Outward Remittance', 'Cheque Payment', 'Cable TV Payment']",False,37
GIME000232,36-45,Lalitpur,510,7,Savings,59829.50127363881,True,Desktop,macOS,Chrome,15206.047023581023,1,Retired,"['Wallet Load - Khalti', 'Water Bill Payment', 'ATM Withdrawal', 'Mobile Banking Transfer']",False,21
GIME000233,46-55,Bharatpur,617,14,Fixed Deposit,71749.28348062994,True,Laptop,Windows,Chrome,7839.138105208407,21,Employed,"['Branch Deposit', 'Wallet Load - Khalti', 'Cheque Deposit', 'QR Payment', 'Inward Remittance', 'School Fee Payment']",False,16
GIME000234,36-45,Kathmandu,604,8,Current,86536.95326534107,True,Desktop,Linux,Chrome,16753.139302490257,24,Employed,"['POS Transaction', 'Hotel Booking Payment', 'Loan Payment', 'Branch Withdrawal', 'QR Payment', 'Wallet Load - Khalti']",False,1
GIME000235,56-65,Kathmandu,610,8,Current,132261.8033693823,True,Android Tablet,Android,Firefox,33108.61634394403,17,Self-employed,"['Insurance Premium Payment', 'Inward Remittance', 'POS Transaction', 'Cable TV Payment', 'Wallet Load - Khalti', 'Branch Deposit']",False,42
GIME000236,26-35,Pokhara,842,2,Premium,197589.69592564687,True,Laptop,Linux,Firefox,43265.44602534244,11,Employed,"['Hotel Booking Payment', 'POS Transaction', 'Mobile Banking Bill Payment', 'Wallet Load - eSewa']",False,11
GIME000237,56-65,Tulsipur,585,10,Current,136358.319561592,True,iPad,iOS,Firefox,14133.135035144429,16,Self-employed,"['Mobile Recharge', 'Outward Remittance', 'Water Bill Payment', 'Cable TV Payment']",False,20
GIME000238,26-35,Pokhara,586,11,Savings,19698.09314088699,True,Android Phone,Android,Opera,4360.334749810777,11,Self-employed,"['QR Payment', 'Internet Bill Payment', 'Electricity Bill Payment', 'Cheque Payment', 'Branch Deposit']",True,12
GIME000239,26-35,Kathmandu,704,6,Current,133521.9644770738,True,Laptop,Linux,Firefox,44807.38675456598,25,Employed,"['Branch Deposit', 'QR Payment', 'POS Transaction', 'Cheque Payment', 'Wallet Load - IME Pay', 'Branch Withdrawal', 'Cheque Deposit']",True,29
GIME000240,65+,Kathmandu,623,8,Savings,50774.54040739223,True,iPhone,iOS,Safari,13945.479822991923,15,Employed,"['Cheque Deposit', 'Mobile Recharge', 'Branch Withdrawal', 'Mobile Banking Bill Payment', 'Mobile Banking Transfer', 'QR Payment', 'Inward Remittance', 'Internet Bill Payment']",False,5
GIME000241,36-45,Dharan,724,12,Savings,33651.96377822558,True,iPad,iOS,Edge,12708.888322195018,18,Employed,"['Cheque Deposit', 'Cheque Payment', 'Mobile Banking Transfer', 'ATM Withdrawal', 'Loan Payment', 'Branch Deposit']",True,47
GIME000242,36-45,Kathmandu,587,15,Current,123131.16759859765,False,,,,26101.091791590396,3,Self-employed,"['Water Bill Payment', 'Inward Remittance', 'Airline Ticket Payment', 'School Fee Payment', 'Insurance Premium Payment', 'QR Payment']",False,41
GIME000243,36-45,Dharan,850,3,Savings,61954.63416227248,True,Laptop,Windows,Edge,13781.530023335012,24,Employed,"['ATM Withdrawal', 'Insurance Premium Payment', 'Electricity Bill Payment', 'Mobile Recharge', 'Cheque Deposit', 'Wallet Load - Khalti']",False,4
GIME000244,36-45,Palpa,701,11,Savings,43318.45538040119,True,Laptop,macOS,Chrome,10804.147701321555,9,Student,"['Cable TV Payment', 'Airline Ticket Payment', 'Wallet Load - Khalti', 'Interest Credit', 'POS Transaction', 'Branch Deposit', 'Wallet Load - eSewa', 'Mobile Recharge']",True,41
GIME000245,18-25,Jhapa,676,8,Savings,55277.03402147869,True,Android Phone,Android,Safari,17150.268647767585,4,Employed,"['Water Bill Payment', 'Wallet Load - Khalti', 'Wallet Load - eSewa', 'Mobile Banking Bill Payment', 'School Fee Payment', 'Airline Ticket Payment']",False,30
GIME000246,18-25,Nawalparasi,701,6,Savings,45157.01548352138,True,iPad,iOS,Safari,5362.751819848215,26,Employed,"['Mobile Recharge', 'Branch Withdrawal', 'Loan Payment', 'Electricity Bill Payment']",False,16
GIME000247,36-45,Kathmandu,699,8,Fixed Deposit,21991.608793384647,True,iPhone,iOS,Samsung Internet,7100.308635915636,16,Self-employed,"['Insurance Premium Payment', 'ATM Withdrawal', 'School Fee Payment', 'Loan Payment', 'Mobile Banking Transfer', 'QR Payment', 'Airline Ticket Payment']",False,12
GIME000248,26-35,Nawalparasi,653,11,Savings,97277.44989238722,False,,,,20480.27639276548,17,Self-employed,"['Branch Withdrawal', 'Cable TV Payment', 'Mobile Banking Bill Payment', 'School Fee Payment']",False,27
GIME000249,36-45,Janakpur,733,2,Savings,89850.30706336236,False,,,,34222.561107273876,9,Employed,"['Inward Remittance', 'ATM Withdrawal', 'School Fee Payment', 'Branch Deposit', 'Mobile Banking Transfer', 'Wallet Load - eSewa', 'Hotel Booking Payment', 'Wallet Load - Khalti']",False,14
GIME000250,26-35,Kathmandu,735,7,Savings,15000.0,True,Laptop,Linux,Chrome,4939.983276339771,27,Employed,"['Cable TV Payment', 'Mobile Banking Bill Payment', 'Airline Ticket Payment', 'Loan Payment', 'Branch Withdrawal', 'Branch Deposit']",True,19
GIME000251,26-35,Kathmandu,729,8,Current,79169.2608779986,True,Desktop,Windows,Opera,29875.970705029056,17,Employed,"['Airline Ticket Payment', 'POS Transaction', 'Insurance Premium Payment']",False,3
GIME000252,46-55,Kathmandu,685,7,Savings,52513.99644353968,True,Desktop,macOS,Safari,11135.91081674412,8,Employed,"['Inward Remittance', 'Cheque Deposit', 'Wallet Load - eSewa', 'Wallet Load - Khalti', 'Outward Remittance', 'Airline Ticket Payment', 'Cable TV Payment']",False,12
GIME000253,56-65,Kathmandu,602,11,Savings,55686.48899038463,True,Android Tablet,Android,Brave,13284.181479630666,16,Employed,"['Interest Credit', 'Wallet Load - Khalti', 'Electricity Bill Payment', 'Cheque Deposit', 'POS Transaction']",False,1
GIME000254,46-55,Bhaktapur,543,1,Current,87498.92199296999,True,Desktop,macOS,Edge,27975.182877035553,6,Employed,"['Wallet Load - Khalti', 'Outward Remittance', 'Mobile Recharge']",False,30
GIME000255,18-25,Kathmandu,621,8,Savings,45659.658991512595,True,Android Phone,Android,Safari,12890.899977548555,12,Employed,"['Cheque Deposit', 'POS Transaction', 'Wallet Load - Khalti', 'Mobile Recharge']",False,18
GIME000256,26-35,Kathmandu,590,7,Savings,58900.71728232379,True,Android Phone,Android,Samsung Internet,21289.106260624056,9,Self-employed,"['Cheque Deposit', 'Loan Payment', 'School Fee Payment', 'Branch Withdrawal', 'Mobile Recharge', 'POS Transaction']",False,37
GIME000257,26-35,Lalitpur,850,12,Savings,52663.024228485716,True,Desktop,Windows,Edge,12203.532540276075,17,Unemployed,"['Branch Withdrawal', 'School Fee Payment', 'ATM Withdrawal', 'Mobile Banking Transfer', 'Cable TV Payment', 'Mobile Recharge', 'Wallet Load - eSewa', 'Hotel Booking Payment']",False,19
GIME000258,46-55,Tulsipur,653,9,Current,140030.50977847897,True,iPad,iOS,Edge,31147.78685114171,13,Self-employed,"['Outward Remittance', 'Cheque Payment', 'Mobile Banking Transfer', 'Cheque Deposit', 'ATM Withdrawal', 'Internet Bill Payment', 'Branch Withdrawal', 'Water Bill Payment']",False,23
GIME000259,56-65,Gorkha,755,10,Savings,44661.9289167747,True,Android Tablet,Android,Firefox,8291.604744507877,17,Employed,"['POS Transaction', 'Cheque Payment', 'Loan Payment', 'Cheque Deposit']",False,33
GIME000260,26-35,Birgunj,654,6,Current,94045.70454772734,True,iPhone,iOS,Firefox,17329.29314797989,5,Self-employed,"['Water Bill Payment', 'Mobile Banking Bill Payment', 'Branch Withdrawal', 'Wallet Load - eSewa', 'Electricity Bill Payment', 'Mobile Banking Transfer', 'Insurance Premium Payment', 'Mobile Recharge']",False,19
GIME000261,46-55,Nepalgunj,646,8,Savings,34983.89389824518,True,Laptop,Linux,Brave,7377.1327639070605,14,Employed,"['Hotel Booking Payment', 'POS Transaction', 'Interest Credit', 'Cheque Deposit']",False,28
GIME000262,46-55,Kathmandu,777,9,Savings,27246.286591503667,False,,,,2768.0604034073876,19,Employed,"['Loan Payment', 'Mobile Banking Bill Payment', 'Outward Remittance', 'Wallet Load - Khalti', 'POS Transaction', 'Electricity Bill Payment', 'Branch Deposit', 'Mobile Recharge']",False,26
GIME000263,18-25,Ilam,789,8,Current,102514.79883788082,True,Android Phone,Android,Firefox,30892.551895405824,24,Employed,"['Mobile Recharge', 'Wallet Load - IME Pay', 'Insurance Premium Payment', 'Branch Deposit', 'Interest Credit', 'Inward Remittance']",False,12
GIME000264,26-35,Kaski,702,8,Current,106539.92231998412,True,iPad,iOS,Edge,31561.36752897089,16,Employed,"['Inward Remittance', 'Cheque Payment', 'Outward Remittance', 'Internet Bill Payment', 'Cheque Deposit', 'ATM Withdrawal', 'Electricity Bill Payment', 'Water Bill Payment']",True,39
GIME000265,26-35,Birgunj,551,10,Savings,28207.339253152233,True,iPad,iOS,Safari,6415.907482345564,9,Student,"['Interest Credit', 'School Fee Payment', 'Outward Remittance', 'Electricity Bill Payment', 'ATM Withdrawal']",False,6
GIME000266,18-25,Bharatpur,653,11,Current,87371.83342923145,True,Android Phone,Android,Samsung Internet,26884.98387687607,15,Employed,"['Internet Bill Payment', 'School Fee Payment', 'Wallet Load - eSewa', 'Branch Withdrawal', 'Branch Deposit', 'Airline Ticket Payment', 'Cheque Deposit', 'Cable TV Payment']",False,19
GIME000267,26-35,Pokhara,709,3,Savings,19481.405624548086,True,Desktop,Linux,Brave,6495.2481668064,19,Self-employed,"['Mobile Banking Bill Payment', 'School Fee Payment', 'Outward Remittance', 'QR Payment', 'Cable TV Payment']",False,10
GIME000268,26-35,Kathmandu,793,5,Savings,59830.842417546184,True,Laptop,macOS,Samsung Internet,13683.043198696852,15,Self-employed,"['ATM Withdrawal', 'Electricity Bill Payment', 'Loan Payment', 'Branch Deposit', 'Internet Bill Payment', 'Inward Remittance', 'Cheque Payment', 'Wallet Load - Khalti']",True,15
GIME000269,26-35,Tulsipur,673,5,Current,173483.793968743,True,Desktop,Windows,Chrome,67372.05401072823,6,Student,"['Water Bill Payment', 'Mobile Banking Bill Payment', 'Inward Remittance', 'POS Transaction']",True,27
GIME000270,18-25,Kathmandu,759,2,Savings,72267.21011887878,True,iPad,iOS,Safari,19441.22406887281,21,Employed,"['Hotel Booking Payment', 'Mobile Recharge', 'Outward Remittance']",False,23
GIME000271,36-45,Darchula,614,13,Current,59379.44924504788,True,iPad,iOS,Brave,22472.42746004062,11,Student,"['Mobile Banking Transfer', 'Branch Deposit', 'Wallet Load - IME Pay', 'Hotel Booking Payment']",False,23
GIME000272,26-35,Darchula,439,9,Savings,67704.62965977982,False,,,,7854.034879745293,28,Self-employed,"['ATM Withdrawal', 'Cheque Payment', 'Electricity Bill Payment', 'School Fee Payment', 'Mobile Recharge', 'Inward Remittance']",False,34
GIME000273,26-35,Palpa,650,1,Current,130343.89106225068,False,,,,23799.030177692333,24,Employed,"['Cheque Payment', 'Branch Withdrawal', 'Water Bill Payment']",False,42
GIME000274,26-35,Chitwan,818,14,Current,84070.87306564106,True,Laptop,macOS,Opera,25693.62278215329,1,Self-employed,"['Wallet Load - IME Pay', 'Hotel Booking Payment', 'Mobile Banking Bill Payment']",False,1
GIME000275,56-65,Janakpur,768,8,Current,105143.85523679791,True,Android Tablet,Android,Firefox,12154.293793139495,12,Employed,"['Wallet Load - IME Pay', 'Loan Payment', 'School Fee Payment', 'Mobile Banking Bill Payment', 'Mobile Banking Transfer', 'Outward Remittance']",False,11
GIME000276,36-45,Kaski,635,8,Savings,65983.57639810798,True,Desktop,Linux,Brave,20127.375000653956,23,Student,"['School Fee Payment', 'Insurance Premium Payment', 'Cheque Payment', 'Branch Deposit', 'POS Transaction']",False,14
GIME000277,18-25,Kathmandu,718,2,Current,117465.01133440174,False,,,,39089.238232151154,16,Employed,"['Insurance Premium Payment', 'Internet Bill Payment', 'Electricity Bill Payment', 'Wallet Load - eSewa', 'Mobile Recharge', 'Wallet Load - IME Pay', 'Interest Credit']",False,11
GIME000278,26-35,Tulsipur,456,5,Savings,63127.14901258582,True,iPhone,iOS,Safari,14195.112727996458,14,Employed,"['Loan Payment', 'Mobile Recharge', 'School Fee Payment']",False,27
GIME000279,56-65,Kathmandu,773,1,Premium,227164.83320411455,True,Desktop,macOS,Opera,79050.06889427165,6,Employed,"['Cheque Deposit', 'Cheque Payment', 'Airline Ticket Payment', 'Hotel Booking Payment']",False,16
GIME000280,65+,Kathmandu,549,7,Savings,55734.59678167583,True,Laptop,macOS,Brave,10630.02853417379,24,Employed,"['Wallet Load - eSewa', 'Wallet Load - IME Pay', 'Wallet Load - Khalti', 'ATM Withdrawal', 'Mobile Recharge', 'Water Bill Payment', 'Mobile Banking Transfer', 'Internet Bill Payment']",False,22
GIME000281,36-45,Birgunj,684,2,Savings,33067.075022672754,True,iPhone,iOS,Chrome,10401.444748892554,14,Employed,"['Mobile Recharge', 'School Fee Payment', 'Branch Withdrawal', 'Loan Payment', 'Mobile Banking Transfer']",True,18
GIME000282,26-35,Nepalgunj,599,7,Current,68827.79300824656,True,Android Tablet,Android,Safari,10912.643495604356,26,Employed,"['Mobile Banking Bill Payment', 'Inward Remittance', 'Wallet Load - eSewa', 'Insurance Premium Payment']",False,19
GIME000283,36-45,Jhapa,745,5,Savings,39476.75292905021,True,Android Phone,Android,Samsung Internet,14645.457053348495,1,Student,"['Outward Remittance', 'School Fee Payment', 'Interest Credit', 'Wallet Load - eSewa', 'Cheque Payment', 'Loan Payment', 'Cable TV Payment']",False,20
GIME000284,46-55,Birgunj,784,5,Premium,250132.5456493914,True,Android Phone,Android,Edge,74664.60937211089,16,Employed,"['ATM Withdrawal', 'Wallet Load - Khalti', 'Insurance Premium Payment', 'Loan Payment']",False,9
GIME000285,26-35,Kathmandu,694,5,Savings,27902.744138749596,True,Laptop,Linux,Safari,5865.637264409898,16,Employed,"['Branch Deposit', 'ATM Withdrawal', 'Interest Credit', 'Inward Remittance', 'Electricity Bill Payment', 'Water Bill Payment', 'QR Payment', 'POS Transaction']",False,31
GIME000286,46-55,Kathmandu,669,2,Savings,63627.190208858956,True,iPhone,iOS,Opera,11128.43920446067,17,Employed,"['Branch Withdrawal', 'Wallet Load - eSewa', 'Mobile Banking Bill Payment']",False,23
GIME000287,46-55,Kathmandu,441,4,Savings,66582.59654672227,False,,,,7458.431703203079,14,Employed,"['Branch Withdrawal', 'Branch Deposit', 'Wallet Load - Khalti', 'Wallet Load - IME Pay']",False,33
GIME000288,56-65,Biratnagar,576,13,Savings,45884.62803940665,True,iPhone,iOS,Samsung Internet,10507.3762876575,11,Self-employed,"['Inward Remittance', 'Electricity Bill Payment', 'Outward Remittance']",False,33
GIME000289,26-35,Kathmandu,590,2,Savings,65364.14433263474,True,iPhone,iOS,Opera,16366.050508988685,16,Employed,"['Insurance Premium Payment', 'Mobile Banking Bill Payment', 'Interest Credit', 'Wallet Load - Khalti', 'POS Transaction', 'Hotel Booking Payment', 'Outward Remittance']",False,20
GIME000290,26-35,Jhapa,598,1,Savings,43970.05272958252,True,Android Phone,Android,Edge,5869.030300669994,4,Employed,"['School Fee Payment', 'Loan Payment', 'Mobile Banking Transfer', 'Airline Ticket Payment', 'Internet Bill Payment', 'Outward Remittance', 'Electricity Bill Payment', 'QR Payment']",True,47
GIME000291,26-35,Jhapa,792,4,Savings,35380.87448569053,True,Desktop,Windows,Edge,12401.696469594623,20,Student,"['Branch Deposit', 'Mobile Banking Bill Payment', 'QR Payment']",False,5
GIME000292,46-55,Biratnagar,544,6,Savings,40628.621544036,True,Android Phone,Android,Edge,15782.094486188713,18,Employed,"['Hotel Booking Payment', 'Wallet Load - IME Pay', 'Interest Credit', 'Wallet Load - Khalti', 'Cheque Payment']",False,21
GIME000293,36-45,Tulsipur,736,5,Fixed Deposit,56626.83293558681,True,iPhone,iOS,Chrome,10446.79066404772,18,Retired,"['Cable TV Payment', 'Airline Ticket Payment', 'Insurance Premium Payment', 'Loan Payment', 'Inward Remittance', 'QR Payment']",False,28
GIME000294,65+,Pokhara,797,4,Savings,45409.02689279306,True,Android Phone,Android,Safari,9218.759487422956,11,Student,"['Wallet Load - Khalti', 'Cheque Payment', 'Cable TV Payment', 'Wallet Load - eSewa', 'Wallet Load - IME Pay', 'Branch Deposit', 'Airline Ticket Payment']",False,8
GIME000295,18-25,Kathmandu,682,2,Savings,48896.03531425247,True,iPhone,iOS,Firefox,8507.792048120984,18,Employed,"['Mobile Banking Transfer', 'Interest Credit', 'School Fee Payment', 'Insurance Premium Payment']",False,32
GIME000296,46-55,Butwal,727,3,Savings,84947.26395831117,True,iPhone,iOS,Opera,27798.086051852493,7,Employed,"['Airline Ticket Payment', 'Water Bill Payment', 'Loan Payment', 'Insurance Premium Payment', 'Cable TV Payment', 'Wallet Load - Khalti', 'Internet Bill Payment']",True,19
GIME000297,26-35,Chitwan,664,9,Current,87515.44432415656,False,,,,21506.502877928146,17,Employed,"['Mobile Banking Bill Payment', 'Inward Remittance', 'Hotel Booking Payment']",False,23
GIME000298,18-25,Gorkha,662,11,Savings,86443.37898791413,False,,,,17853.971784006986,15,Employed,"['Water Bill Payment', 'Electricity Bill Payment', 'QR Payment']",True,27
GIME000299,56-65,Dharan,575,13,Savings,66283.38966664704,True,iPhone,iOS,Edge,8132.86129647016,9,Employed,"['Inward Remittance', 'Outward Remittance', 'Mobile Banking Bill Payment', 'Water Bill Payment', 'Loan Payment', 'Airline Ticket Payment', 'Insurance Premium Payment']",True,31
GIME000300,26-35,Kaski,566,9,Current,129672.22632086431,True,iPad,iOS,Opera,21644.708870477712,17,Self-employed,"['Wallet Load - Khalti', 'POS Transaction', 'School Fee Payment']",True,33
GIME000301,36-45,Pokhara,786,5,Savings,36042.52462768226,False,,,,5164.632839071081,20,Employed,"['Mobile Recharge', 'Branch Withdrawal', 'Cheque Deposit', 'Inward Remittance', 'Interest Credit', 'Water Bill Payment', 'School Fee Payment']",False,20
GIME000302,26-35,Darchula,603,2,Current,106638.58365191598,False,,,,39384.08908975662,13,Student,"['Water Bill Payment', 'Hotel Booking Payment', 'School Fee Payment', 'Internet Bill Payment', 'Mobile Banking Bill Payment', 'Branch Deposit', 'Branch Withdrawal']",False,21
GIME000303,46-55,Kathmandu,658,4,Savings,41188.07063067611,False,,,,15398.89061067381,22,Employed,"['Inward Remittance', 'Hotel Booking Payment', 'Branch Deposit', 'ATM Withdrawal', 'Mobile Banking Bill Payment', 'Cable TV Payment', 'Airline Ticket Payment', 'POS Transaction']",False,16
GIME000304,36-45,Ilam,623,4,Savings,67939.48877240949,True,Android Tablet,Android,Samsung Internet,20637.28180941952,14,Employed,"['School Fee Payment', 'Airline Ticket Payment', 'Wallet Load - IME Pay', 'Interest Credit']",False,12
GIME000305,56-65,Pokhara,726,2,Current,116161.86928157526,True,Laptop,Windows,Brave,26171.280619554123,13,Employed,"['School Fee Payment', 'Outward Remittance', 'Wallet Load - Khalti', 'Insurance Premium Payment']",False,26
GIME000306,36-45,Kathmandu,665,9,Savings,15000.0,True,Android Tablet,Android,Edge,3471.795224998599,26,Employed,"['Branch Deposit', 'POS Transaction', 'Wallet Load - Khalti', 'Airline Ticket Payment', 'Water Bill Payment', 'Internet Bill Payment']",True,26
GIME000307,36-45,Pokhara,579,3,Savings,41234.81765242876,True,Desktop,macOS,Brave,5307.6928001702545,11,Employed,"['Cable TV Payment', 'QR Payment', 'Branch Deposit', 'Electricity Bill Payment', 'Mobile Banking Bill Payment', 'Internet Bill Payment']",False,28
GIME000308,18-25,Biratnagar,600,1,Savings,30079.297445946726,True,Laptop,macOS,Samsung Internet,7802.214987363662,9,Self-employed,"['QR Payment', 'Electricity Bill Payment', 'Interest Credit']",False,48
GIME000309,46-55,Kathmandu,665,12,Current,40987.90889238543,True,Laptop,macOS,Safari,7166.773738760284,7,Employed,"['ATM Withdrawal', 'Electricity Bill Payment', 'Mobile Recharge', 'School Fee Payment']",False,24
GIME000310,26-35,Kaski,621,12,Current,106786.8646175226,True,Android Tablet,Android,Brave,23337.905037973836,8,Self-employed,"['Loan Payment', 'Wallet Load - eSewa', 'Interest Credit', 'ATM Withdrawal']",False,32
GIME000311,46-55,Palpa,784,5,Savings,82989.61788647842,True,Android Phone,Android,Safari,11296.237537243285,22,Retired,"['Electricity Bill Payment', 'Airline Ticket Payment', 'Water Bill Payment', 'Branch Deposit', 'Mobile Recharge', 'School Fee Payment', 'Loan Payment', 'Insurance Premium Payment']",False,24
GIME000312,26-35,Pokhara,534,1,Savings,75226.36203700093,True,Desktop,Linux,Chrome,25514.022833414845,21,Employed,"['Cable TV Payment', 'POS Transaction', 'ATM Withdrawal', 'Insurance Premium Payment', 'Wallet Load - eSewa']",False,41
